def A "sphere 0.1 ffff0000"
A	0	0	0
A	-0.353553391	0	0
A	-0.707106781	0	0
A	-0.707106781	0.176776695	0
A	-0.707106781	0.353553391	0
A	-0.707106781	0.265165043	0.088388348
A	-0.707106781	0.176776695	0.176776695
A	-0.707106781	0.088388348	0.265165043
A	-0.707106781	0	0.353553391
A	-0.707106781	-0.088388348	0.265165043
A	-0.707106781	-0.176776695	0.176776695
A	-0.707106781	-0.265165043	0.088388348
A	-0.707106781	-0.353553391	0
A	-0.707106781	-0.265165043	-0.088388348
A	-0.707106781	-0.176776695	-0.176776695
A	-0.707106781	-0.088388348	-0.265165043
A	-0.707106781	0	-0.353553391
A	-0.707106781	0.088388348	-0.265165043
A	-0.707106781	0.176776695	-0.176776695
A	-0.707106781	0.265165043	-0.088388348
A	-0.707106781	0.353553391	0
A	-0.353553391	0.176776695	0
A	0	0	0
A	-0.176776695	-0.176776695	0.176776695
A	-0.353553391	-0.353553391	0.353553391
A	-0.530330086	-0.176776695	0.353553391
A	-0.707106781	0	0.353553391
A	-0.618718434	0	0.441941738
A	-0.530330086	0	0.530330086
A	-0.441941738	0	0.618718434
A	-0.353553391	0	0.707106781
A	-0.265165043	-0.088388348	0.707106781
A	-0.176776695	-0.176776695	0.707106781
A	-0.088388348	-0.265165043	0.707106781
A	0	-0.353553391	0.707106781
A	0	-0.441941738	0.618718434
A	0	-0.530330086	0.530330086
A	0	-0.618718434	0.441941738
A	0	-0.707106781	0.353553391
A	-0.088388348	-0.707106781	0.265165043
A	-0.176776695	-0.707106781	0.176776695
A	-0.265165043	-0.707106781	0.088388348
A	-0.353553391	-0.707106781	0
A	-0.441941738	-0.618718434	0
A	-0.530330086	-0.530330086	0
A	-0.618718434	-0.441941738	0
A	-0.707106781	-0.353553391	0
A	-0.707106781	-0.265165043	0.088388348
A	-0.707106781	-0.176776695	0.176776695
A	-0.707106781	-0.088388348	0.265165043
A	-0.707106781	0	0.353553391
A	-0.353553391	0	0.176776695
A	0	0	0
A	-0.176776695	-0.176776695	-0.176776695
A	-0.353553391	-0.353553391	-0.353553391
A	-0.530330086	-0.176776695	-0.353553391
A	-0.707106781	0	-0.353553391
A	-0.707106781	-0.088388348	-0.265165043
A	-0.707106781	-0.176776695	-0.176776695
A	-0.707106781	-0.265165043	-0.088388348
A	-0.707106781	-0.353553391	0
A	-0.618718434	-0.441941738	0
A	-0.530330086	-0.530330086	0
A	-0.441941738	-0.618718434	0
A	-0.353553391	-0.707106781	0
A	-0.265165043	-0.707106781	-0.088388348
A	-0.176776695	-0.707106781	-0.176776695
A	-0.088388348	-0.707106781	-0.265165043
A	0	-0.707106781	-0.353553391
A	0	-0.618718434	-0.441941738
A	0	-0.530330086	-0.530330086
A	0	-0.441941738	-0.618718434
A	0	-0.353553391	-0.707106781
A	-0.088388348	-0.265165043	-0.707106781
A	-0.176776695	-0.176776695	-0.707106781
A	-0.265165043	-0.088388348	-0.707106781
A	-0.353553391	0	-0.707106781
A	-0.441941738	0	-0.618718434
A	-0.530330086	0	-0.530330086
A	-0.618718434	0	-0.441941738
A	-0.707106781	0	-0.353553391
A	-0.353553391	0	-0.176776695
A	0	0	0
A	-0.176776695	0.176776695	-0.176776695
A	-0.353553391	0.353553391	-0.353553391
A	-0.353553391	0.176776695	-0.530330086
A	-0.353553391	0	-0.707106781
A	-0.265165043	0.088388348	-0.707106781
A	-0.176776695	0.176776695	-0.707106781
A	-0.088388348	0.265165043	-0.707106781
A	0	0.353553391	-0.707106781
A	0	0.441941738	-0.618718434
A	0	0.530330086	-0.530330086
A	0	0.618718434	-0.441941738
A	0	0.707106781	-0.353553391
A	-0.088388348	0.707106781	-0.265165043
A	-0.176776695	0.707106781	-0.176776695
A	-0.265165043	0.707106781	-0.088388348
A	-0.353553391	0.707106781	0
A	-0.441941738	0.618718434	0
A	-0.530330086	0.530330086	0
A	-0.618718434	0.441941738	0
A	-0.707106781	0.353553391	0
A	-0.707106781	0.265165043	-0.088388348
A	-0.707106781	0.176776695	-0.176776695
A	-0.707106781	0.088388348	-0.265165043
A	-0.707106781	0	-0.353553391
A	-0.618718434	0	-0.441941738
A	-0.530330086	0	-0.530330086
